Ngày giao dịch,Mã sản phẩm,Danh mục sản phẩm,Số lượng bán,Giá bán,Doanh thu
2023-11-23,SP00361,Áo,3,174698,524094
2023-05-11,SP00157,Phụ kiện,6,1885342,11312052
2023-08-27,SP00359,Giày,3,1897689,5693067
2023-03-04,SP00149,Giày,4,455811,1823244
2023-05-21,SP00313,Mũ,9,1807751,16269759
2023-08-06,SP00238,Túi xách,2,689202,1378404
2023-08-26,SP00469,Váy,3,941145,2823435
2023-02-21,SP00348,Mũ,4,1804959,7219836
2023-06-12,SP00202,Mũ,10,1224601,12246010
2023-10-04,SP00400,Đầm,4,208509,834036
2023-03-28,SP00482,Túi xách,6,726685,4360110
2023-06-22,SP00304,Đầm,2,1698602,3397204
2023-08-17,SP00203,Quần,3,932267,2796801
2023-08-04,SP00396,Quần,5,658321,3291605
2023-07-05,SP00280,Quần,4,468058,1872232
2023-01-04,SP00048,Váy,8,290229,2321832
2023-12-31,SP00370,Đầm,7,541446,3790122
2023-06-04,SP00276,Mũ,6,433816,2602896
2023-09-24,SP00156,Phụ kiện,4,1029765,4119060
2023-02-18,SP00035,Đầm,6,1288945,7733670
2023-06-17,SP00378,Mũ,9,1255656,11300904
2023-05-13,SP00237,Váy,2,717391,1434782
2023-07-03,SP00477,Áo,7,1307052,9149364
2023-08-22,SP00017,Đầm,7,1813347,12693429
2023-02-08,SP00379,Túi xách,2,1578023,3156046
2023-05-02,SP00166,Giày,4,1824734,7298936
2023-01-24,SP00050,Áo,6,1760210,10561260
2023-05-28,SP00298,Quần,2,1887773,3775546
2023-05-21,SP00254,Mũ,4,900766,3603064
2023-10-02,SP00472,Mũ,6,1649234,9895404
2023-09-01,SP00131,Quần,5,736164,3680820
2023-05-25,SP00287,Giày,1,1471123,1471123
2023-03-01,SP00261,Phụ kiện,3,510098,1530294
2023-04-08,SP00374,Váy,10,563417,5634170
2023-05-29,SP00131,Quần,9,338319,3044871
2023-11-26,SP00363,Đầm,6,809515,4857090
2023-08-06,SP00008,Đầm,6,548672,3292032
2023-03-20,SP00039,Áo,8,1064636,8517088
2023-05-21,SP00412,Váy,8,1362329,10898632
2023-07-08,SP00049,Phụ kiện,3,1733592,5200776
2023-12-02,SP00060,Mũ,2,1319312,2638624
2023-07-10,SP00394,Áo,7,297843,2084901
2023-09-16,SP00404,Đầm,4,1797496,7189984
2023-02-22,SP00493,Váy,5,1023311,5116555
2023-05-06,SP00115,Váy,3,1447286,4341858
2023-06-23,SP00487,Giày,2,909548,1819096
2023-12-02,SP00282,Đầm,10,629838,6298380
2023-03-29,SP00065,Váy,7,773759,5416313
2023-07-05,SP00481,Giày,7,852552,5967864
2023-03-18,SP00473,Túi xách,3,1398755,4196265
2023-05-16,SP00448,Mũ,6,172171,1033026
2023-08-10,SP00228,Áo,4,1549242,6196968
2023-08-05,SP00229,Váy,2,1457778,2915556
2023-05-09,SP00445,Giày,4,1541523,6166092
2023-12-12,SP00201,Váy,6,1223699,7342194
2023-04-17,SP00012,Đầm,5,691300,3456500
2023-07-13,SP00391,Mũ,1,553816,553816
2023-08-11,SP00338,Quần,1,1935616,1935616
2023-11-03,SP00018,Quần,8,1430752,11446016
2023-08-22,SP00412,Váy,8,238300,1906400
2023-11-19,SP00042,Áo,3,1884195,5652585
2023-03-04,SP00352,Quần,8,1828068,14624544
2023-12-28,SP00040,Phụ kiện,8,367703,2941624
2023-10-21,SP00498,Túi xách,2,1256283,2512566
2023-12-18,SP00493,Phụ kiện,4,227860,911440
2023-05-24,SP00055,Váy,3,634950,1904850
2023-09-11,SP00233,Phụ kiện,10,656772,6567720
2023-12-26,SP00226,Mũ,1,137444,137444
2023-09-06,SP00185,Quần,10,303407,3034070
2023-03-28,SP00469,Áo,5,1532070,7660350
2023-02-06,SP00451,Mũ,8,1815425,14523400
2023-12-24,SP00464,Túi xách,5,1671236,8356180
2023-12-06,SP00334,Túi xách,5,782205,3911025
2023-04-21,SP00356,Túi xách,6,723407,4340442
2023-12-16,SP00312,Đầm,8,417005,3336040
2023-04-04,SP00455,Đầm,1,1094606,1094606
2023-07-07,SP00317,Đầm,6,1667248,10003488
2023-01-01,SP00192,Giày,3,1606063,4818189
2023-08-25,SP00436,Váy,4,1254668,5018672
2023-08-15,SP00153,Quần,1,166119,166119
2023-04-06,SP00415,Quần,7,878000,6146000
2023-08-23,SP00230,Giày,9,1810319,16292871
2023-03-18,SP00134,Mũ,8,1494366,11954928
2023-12-16,SP00348,Giày,7,973828,6816796
2023-01-14,SP00418,Váy,10,1148957,11489570
2023-02-17,SP00195,Quần,5,881298,4406490
2023-02-24,SP00310,Đầm,8,706972,5655776
2023-04-28,SP00275,Giày,6,501664,3009984
2023-09-15,SP00147,Túi xách,8,626627,5013016
2023-06-16,SP00234,Mũ,7,1221618,8551326
2023-11-14,SP00277,Váy,2,1445355,2890710
2023-09-05,SP00332,Váy,8,820817,6566536
2023-02-02,SP00225,Váy,4,1147592,4590368
2023-01-06,SP00018,Mũ,7,1746303,12224121
2023-05-17,SP00272,Váy,7,1027299,7191093
2023-10-01,SP00221,Đầm,1,1580933,1580933
2023-01-20,SP00425,Giày,8,433928,3471424
2023-07-23,SP00319,Mũ,9,1293766,11643894
2023-10-06,SP00247,Phụ kiện,5,1501083,7505415
2023-05-27,SP00487,Váy,1,306797,306797
2023-05-21,SP00472,Giày,6,1159350,6956100
2023-05-26,SP00198,Giày,3,371833,1115499
2023-04-04,SP00052,Mũ,5,1094763,5473815
2023-03-04,SP00416,Đầm,2,364766,729532
2023-09-30,SP00469,Quần,4,284201,1136804
2023-09-22,SP00176,Áo,8,150130,1201040
2023-06-22,SP00217,Quần,5,1608861,8044305
2023-05-16,SP00338,Áo,4,693846,2775384
2023-02-09,SP00209,Đầm,10,438321,4383210
2023-07-31,SP00365,Quần,7,385738,2700166
2023-10-22,SP00482,Phụ kiện,9,1532968,13796712
2023-12-22,SP00169,Mũ,8,1277864,10222912
2023-03-13,SP00154,Váy,1,710013,710013
2023-08-17,SP00147,Đầm,6,1475445,8852670
2023-03-26,SP00250,Đầm,10,660746,6607460
2023-05-08,SP00309,Mũ,8,1388433,11107464
2023-01-11,SP00188,Quần,1,159014,159014
2023-09-22,SP00176,Giày,5,1249995,6249975
2023-01-23,SP00411,Phụ kiện,6,1176938,7061628
2023-01-16,SP00291,Mũ,10,1920385,19203850
2023-07-16,SP00463,Áo,1,739230,739230
2023-05-29,SP00221,Phụ kiện,3,355159,1065477
2023-06-21,SP00080,Áo,2,1461676,2923352
2023-02-17,SP00486,Phụ kiện,10,507992,5079920
2023-09-14,SP00128,Phụ kiện,9,201351,1812159
2023-01-27,SP00316,Quần,2,1894283,3788566
2023-01-09,SP00119,Váy,9,606569,5459121
2023-10-26,SP00284,Mũ,8,475878,3807024
2023-12-30,SP00357,Giày,2,1778453,3556906
2023-08-26,SP00051,Váy,9,1445930,13013370
2023-04-09,SP00260,Phụ kiện,10,1750661,17506610
2023-11-27,SP00228,Phụ kiện,3,1393849,4181547
2023-06-06,SP00448,Phụ kiện,10,730908,7309080
2023-08-14,SP00152,Mũ,3,1909847,5729541
2023-02-20,SP00403,Túi xách,8,572069,4576552
2023-08-07,SP00455,Giày,10,1630862,16308620
2023-11-15,SP00033,Phụ kiện,9,1580745,14226705
2023-04-26,SP00165,Áo,2,1864353,3728706
2023-05-31,SP00323,Túi xách,1,124145,124145
2023-08-29,SP00004,Mũ,8,1037093,8296744
2023-07-09,SP00286,Đầm,2,132108,264216
2023-05-23,SP00332,Áo,7,532611,3728277
2023-06-05,SP00355,Mũ,10,1571882,15718820
2023-06-27,SP00204,Phụ kiện,1,1982984,1982984
2023-12-12,SP00484,Đầm,3,1050996,3152988
2023-09-01,SP00130,Váy,3,869172,2607516
2023-11-04,SP00447,Túi xách,8,406117,3248936
2023-04-28,SP00324,Váy,5,1977394,9886970
2023-09-13,SP00293,Váy,4,949896,3799584
2023-03-17,SP00473,Túi xách,9,1444259,12998331
2023-09-20,SP00250,Giày,10,1388132,13881320
2023-05-13,SP00048,Mũ,3,1102118,3306354
2023-03-23,SP00462,Mũ,8,922403,7379224
2023-08-28,SP00248,Giày,6,661736,3970416
2023-06-13,SP00272,Túi xách,1,333877,333877
2023-01-22,SP00046,Mũ,9,116936,1052424
2023-04-13,SP00356,Váy,4,216019,864076
2023-09-07,SP00057,Váy,2,446088,892176
2023-03-16,SP00104,Túi xách,3,1369380,4108140
2023-12-18,SP00474,Đầm,3,103432,310296
2023-02-04,SP00050,Quần,10,170111,1701110
2023-10-07,SP00317,Quần,9,1141537,10273833
2023-09-14,SP00082,Quần,2,1675559,3351118
2023-01-22,SP00069,Phụ kiện,1,1275268,1275268
2023-05-12,SP00022,Giày,2,1783076,3566152
2023-10-17,SP00052,Quần,3,1849821,5549463
2023-03-16,SP00481,Váy,9,1722711,15504399
2023-06-12,SP00121,Giày,6,1436578,8619468
2023-10-13,SP00284,Phụ kiện,1,1849378,1849378
2023-04-30,SP00025,Mũ,9,1801782,16216038
2023-04-30,SP00006,Giày,8,218296,1746368
2023-05-27,SP00106,Phụ kiện,2,140705,281410
2023-05-26,SP00121,Túi xách,6,900100,5400600
2023-08-25,SP00301,Quần,9,821189,7390701
2023-11-18,SP00383,Phụ kiện,4,806047,3224188
2023-06-07,SP00014,Giày,7,321334,2249338
2023-03-09,SP00186,Quần,5,1871572,9357860
2023-02-17,SP00385,Quần,10,1762871,17628710
2023-08-29,SP00134,Mũ,6,1122698,6736188
2023-01-21,SP00088,Váy,4,1958109,7832436
2023-01-19,SP00003,Đầm,5,1742866,8714330
2023-02-24,SP00430,Giày,3,1140912,3422736
2023-05-28,SP00090,Túi xách,1,1926685,1926685
2023-11-16,SP00433,Đầm,1,173970,173970
2023-10-29,SP00059,Phụ kiện,3,510576,1531728
2023-07-02,SP00154,Mũ,3,1368994,4106982
2023-07-31,SP00240,Đầm,8,603379,4827032
2023-03-09,SP00375,Túi xách,6,1353635,8121810
2023-01-20,SP00127,Áo,10,1059838,10598380
2023-08-11,SP00028,Áo,4,877983,3511932
2023-03-21,SP00268,Áo,4,778730,3114920
2023-08-12,SP00268,Quần,6,1220775,7324650
2023-05-28,SP00025,Váy,1,1738826,1738826
2023-06-01,SP00280,Phụ kiện,1,1364601,1364601
2023-05-31,SP00296,Túi xách,6,1810862,10865172
2023-10-02,SP00328,Quần,3,1921229,5763687
2023-12-06,SP00360,Giày,2,1109547,2219094
2023-07-26,SP00372,Mũ,8,460733,3685864
2023-06-29,SP00398,Mũ,4,242730,970920
2023-05-17,SP00395,Giày,8,286324,2290592
2023-08-29,SP00328,Phụ kiện,5,297715,1488575
2023-08-27,SP00194,Đầm,4,770311,3081244
2023-01-04,SP00332,Váy,9,1170277,10532493
2023-10-23,SP00398,Đầm,10,248987,2489870
2023-06-05,SP00181,Mũ,4,1689012,6756048
2023-07-07,SP00352,Giày,3,1333857,4001571
2023-06-11,SP00245,Túi xách,5,1141734,5708670
2023-11-26,SP00378,Phụ kiện,2,1016758,2033516
2023-10-10,SP00110,Váy,4,247031,988124
2023-12-16,SP00215,Đầm,3,1456457,4369371
2023-01-26,SP00001,Giày,1,1287116,1287116
2023-01-01,SP00186,Phụ kiện,7,715065,5005455
2023-07-01,SP00010,Túi xách,7,565408,3957856
2023-02-13,SP00464,Đầm,3,265257,795771
2023-10-12,SP00333,Giày,8,1939386,15515088
2023-08-20,SP00279,Quần,8,1080290,8642320
2023-09-20,SP00197,Túi xách,7,1582914,11080398
2023-10-20,SP00468,Phụ kiện,2,1682598,3365196
2023-01-07,SP00128,Quần,10,1331438,13314380
2023-04-01,SP00084,Mũ,5,214900,1074500
2023-03-07,SP00095,Phụ kiện,7,1628993,11402951
2023-07-15,SP00388,Phụ kiện,2,1313617,2627234
2023-11-19,SP00022,Váy,5,1783722,8918610
2023-05-18,SP00275,Túi xách,6,183399,1100394
2023-01-22,SP00278,Đầm,9,480293,4322637
2023-08-28,SP00445,Quần,5,1042728,5213640
2023-04-09,SP00298,Váy,3,454843,1364529
2023-05-21,SP00301,Giày,10,292073,2920730
2023-07-20,SP00022,Mũ,3,276954,830862
2023-02-02,SP00094,Mũ,7,118435,829045
2023-09-11,SP00394,Mũ,3,348996,1046988
2023-11-28,SP00275,Giày,3,1155056,3465168
2023-01-15,SP00215,Túi xách,5,1907914,9539570
2023-09-02,SP00062,Quần,5,781921,3909605
2023-04-26,SP00130,Áo,10,1751698,17516980
2023-07-26,SP00004,Giày,6,223005,1338030
2023-04-06,SP00082,Áo,4,1610347,6441388
2023-05-04,SP00186,Túi xách,6,639820,3838920
2023-07-07,SP00483,Quần,2,999497,1998994
2023-11-28,SP00088,Mũ,5,1202281,6011405
2023-09-23,SP00426,Đầm,9,1682561,15143049
2023-11-22,SP00141,Váy,2,821206,1642412
2023-04-12,SP00318,Đầm,3,486307,1458921
2023-03-07,SP00266,Váy,7,1424817,9973719
2023-01-23,SP00491,Quần,10,238960,2389600
2023-12-30,SP00211,Áo,6,1161147,6966882
2023-05-24,SP00094,Áo,4,304301,1217204
2023-09-20,SP00405,Phụ kiện,4,679693,2718772
2023-07-21,SP00183,Quần,5,697031,3485155
2023-10-27,SP00192,Mũ,10,1485056,14850560
2023-08-28,SP00418,Túi xách,10,178930,1789300
2023-12-28,SP00284,Giày,9,135559,1220031
2023-09-18,SP00145,Phụ kiện,2,171617,343234
2023-07-01,SP00459,Mũ,10,1794730,17947300
2023-11-17,SP00374,Phụ kiện,2,193458,386916
2023-08-18,SP00098,Đầm,6,234041,1404246
2023-09-10,SP00275,Túi xách,3,1352662,4057986
2023-01-18,SP00212,Phụ kiện,9,1400021,12600189
2023-11-23,SP00392,Áo,1,1749321,1749321
2023-12-22,SP00111,Phụ kiện,10,1174725,11747250
2023-05-17,SP00218,Váy,5,1569875,7849375
2023-04-15,SP00205,Quần,8,1961618,15692944
2023-07-15,SP00311,Mũ,6,1308823,7852938
2023-05-17,SP00121,Áo,1,317005,317005
2023-08-13,SP00343,Đầm,10,1745664,17456640
2023-09-06,SP00020,Quần,3,236938,710814
2023-05-19,SP00041,Váy,6,1624373,9746238
2023-07-16,SP00452,Mũ,3,1585694,4757082
2023-11-25,SP00417,Quần,2,364274,728548
2023-12-06,SP00389,Phụ kiện,4,1123138,4492552
2023-01-29,SP00067,Quần,10,1194026,11940260
2023-11-27,SP00471,Áo,7,951259,6658813
2023-08-10,SP00182,Đầm,7,1605399,11237793
2023-10-09,SP00047,Phụ kiện,8,743666,5949328
2023-04-11,SP00474,Đầm,6,1605170,9631020
2023-04-27,SP00164,Phụ kiện,5,1227819,6139095
2023-01-17,SP00088,Váy,10,536697,5366970
2023-01-15,SP00249,Phụ kiện,8,1620708,12965664
2023-06-26,SP00429,Váy,8,1922736,15381888
2023-06-16,SP00261,Giày,3,1014683,3044049
2023-01-09,SP00110,Áo,9,1482256,13340304
2023-04-20,SP00270,Phụ kiện,8,586282,4690256
2023-03-03,SP00090,Túi xách,2,1846439,3692878
2023-07-20,SP00304,Quần,6,1241549,7449294
2023-06-04,SP00085,Phụ kiện,4,1783831,7135324
2023-08-14,SP00481,Túi xách,4,1549898,6199592
2023-04-25,SP00442,Áo,9,658427,5925843
2023-07-16,SP00240,Váy,8,712917,5703336
2023-03-19,SP00003,Mũ,6,1101107,6606642
2023-09-10,SP00333,Quần,3,1876578,5629734
2023-10-07,SP00349,Phụ kiện,10,509270,5092700
2023-04-18,SP00482,Đầm,10,1366500,13665000
2023-09-28,SP00092,Phụ kiện,3,1687908,5063724
2023-01-07,SP00444,Phụ kiện,1,1714177,1714177
2023-05-05,SP00450,Áo,6,703772,4222632
2023-08-04,SP00347,Giày,1,466317,466317
2023-09-28,SP00238,Giày,8,1708551,13668408
2023-07-13,SP00129,Đầm,7,1710178,11971246
2023-04-09,SP00157,Phụ kiện,7,447886,3135202
2023-08-07,SP00317,Quần,10,1951887,19518870
2023-08-18,SP00414,Váy,7,234484,1641388
2023-05-25,SP00457,Mũ,5,585482,2927410
2023-10-10,SP00313,Mũ,6,1514229,9085374
2023-02-28,SP00279,Giày,8,600226,4801808
2023-08-31,SP00378,Áo,2,1473569,2947138
2023-05-12,SP00346,Áo,5,594770,2973850
2023-12-11,SP00161,Giày,10,1967527,19675270
2023-11-18,SP00224,Váy,5,157765,788825
2023-01-19,SP00433,Váy,5,899149,4495745
2023-05-01,SP00352,Quần,3,1893934,5681802
2023-10-13,SP00135,Phụ kiện,10,558826,5588260
2023-06-27,SP00216,Giày,6,470291,2821746
2023-08-05,SP00318,Áo,6,1767510,10605060
2023-08-27,SP00223,Phụ kiện,10,824326,8243260
2023-02-01,SP00012,Áo,7,332446,2327122
2023-12-08,SP00061,Túi xách,2,1425759,2851518
2023-01-28,SP00132,Áo,3,436026,1308078
2023-05-19,SP00141,Quần,5,117623,588115
2023-10-28,SP00315,Giày,6,1545229,9271374
2023-04-24,SP00194,Quần,6,1902818,11416908
2023-07-27,SP00138,Túi xách,10,188200,1882000
2023-12-29,SP00307,Váy,8,1373894,10991152
2023-04-12,SP00449,Đầm,8,212218,1697744
2023-04-11,SP00079,Mũ,7,283231,1982617
2023-11-13,SP00154,Mũ,1,1062818,1062818
2023-12-30,SP00278,Túi xách,8,847847,6782776
2023-06-05,SP00156,Áo,3,1681976,5045928
2023-04-17,SP00387,Túi xách,1,1608937,1608937
2023-08-11,SP00261,Quần,10,1758476,17584760
2023-07-10,SP00276,Đầm,1,1396347,1396347
2023-12-21,SP00116,Giày,3,644699,1934097
2023-03-05,SP00445,Váy,10,109625,1096250
2023-02-04,SP00155,Váy,5,838209,4191045
2023-12-29,SP00411,Đầm,1,1585421,1585421
2023-12-29,SP00500,Váy,3,1266764,3800292
2023-07-14,SP00365,Phụ kiện,3,384315,1152945
2023-05-16,SP00146,Mũ,1,632841,632841
2023-10-12,SP00032,Túi xách,1,1163835,1163835
2023-10-23,SP00073,Váy,10,917827,9178270
2023-10-30,SP00072,Mũ,5,1977759,9888795
2023-08-30,SP00010,Mũ,4,1287573,5150292
2023-03-14,SP00070,Áo,1,180179,180179
2023-01-05,SP00304,Phụ kiện,2,1947297,3894594
2023-09-11,SP00024,Áo,7,161262,1128834
2023-02-20,SP00158,Quần,10,1650980,16509800
2023-10-05,SP00339,Đầm,7,261421,1829947
2023-12-23,SP00437,Váy,7,1407092,9849644
2023-05-08,SP00496,Áo,10,906594,9065940
2023-11-10,SP00341,Phụ kiện,7,753422,5273954
2023-07-03,SP00327,Giày,4,1224021,4896084
2023-07-19,SP00145,Áo,9,106363,957267
2023-05-06,SP00432,Giày,9,687357,6186213
2023-09-25,SP00095,Phụ kiện,9,611670,5505030
2023-08-30,SP00476,Túi xách,8,141828,1134624
2023-04-24,SP00277,Mũ,3,276039,828117
2023-05-03,SP00447,Đầm,7,1019066,7133462
2024-01-01,SP00213,Áo,2,1269797,2539594
2023-03-21,SP00115,Áo,8,1612102,12896816
2023-04-08,SP00004,Túi xách,9,1657215,14914935
2023-05-18,SP00242,Đầm,3,1189545,3568635
2023-06-06,SP00304,Túi xách,6,1575007,9450042
2023-08-01,SP00078,Áo,8,897776,7182208
2023-04-23,SP00254,Quần,7,469744,3288208
2023-12-05,SP00180,Túi xách,2,1560831,3121662
2023-07-04,SP00302,Túi xách,2,1380757,2761514
2023-09-19,SP00093,Áo,8,1709268,13674144
2023-02-17,SP00468,Túi xách,9,1908971,17180739
2023-09-29,SP00138,Quần,6,1102919,6617514
2023-10-18,SP00341,Áo,3,698328,2094984
2023-05-07,SP00161,Đầm,5,1312255,6561275
2023-06-14,SP00200,Đầm,3,1081481,3244443
2023-10-10,SP00150,Đầm,7,476829,3337803
2023-08-23,SP00492,Túi xách,6,1719758,10318548
2023-10-06,SP00171,Mũ,1,513337,513337
2023-12-24,SP00415,Áo,10,1929035,19290350
2023-02-02,SP00167,Áo,3,1374254,4122762
2023-10-23,SP00225,Mũ,8,427920,3423360
2023-12-01,SP00430,Mũ,1,936465,936465
2023-12-16,SP00194,Mũ,5,1437305,7186525
2023-12-05,SP00164,Giày,9,614606,5531454
2023-09-16,SP00104,Phụ kiện,3,1363157,4089471
2023-07-22,SP00413,Giày,10,1146763,11467630
2023-03-11,SP00246,Áo,5,1270311,6351555
2023-12-08,SP00368,Đầm,5,1631650,8158250
2023-09-18,SP00182,Túi xách,3,1347484,4042452
2023-09-01,SP00043,Quần,6,1715359,10292154
2023-05-28,SP00482,Mũ,7,1306572,9146004
2023-04-19,SP00367,Đầm,1,212430,212430
2023-10-17,SP00487,Đầm,7,1591304,11139128
2023-01-11,SP00192,Túi xách,5,1407916,7039580
2023-07-26,SP00325,Đầm,7,1628590,11400130
2023-02-07,SP00015,Mũ,9,1552330,13970970
2023-12-03,SP00194,Quần,1,1095422,1095422
2023-08-30,SP00274,Đầm,9,1497524,13477716
2023-08-03,SP00328,Áo,10,1333802,13338020
2023-08-15,SP00216,Đầm,5,1354886,6774430
2023-07-02,SP00176,Quần,2,541787,1083574
2023-03-22,SP00234,Quần,3,682695,2048085
2023-06-26,SP00089,Phụ kiện,8,1742605,13940840
2023-06-28,SP00295,Đầm,4,1473173,5892692
2023-09-19,SP00125,Áo,6,1092657,6555942
2023-01-27,SP00464,Đầm,8,164897,1319176
2023-03-09,SP00062,Áo,2,992584,1985168
2023-08-01,SP00314,Túi xách,8,533119,4264952
2023-01-03,SP00325,Quần,10,1410167,14101670
2023-12-26,SP00311,Giày,6,283935,1703610
2023-04-26,SP00033,Giày,7,1807961,12655727
2023-09-13,SP00376,Phụ kiện,1,627412,627412
2023-09-04,SP00464,Đầm,9,1208404,10875636
2023-05-21,SP00048,Mũ,2,1882987,3765974
2023-06-07,SP00157,Váy,7,223139,1561973
2023-02-06,SP00457,Váy,4,694412,2777648
2023-03-27,SP00061,Túi xách,2,1507400,3014800
2023-01-30,SP00043,Túi xách,7,423048,2961336
2023-07-06,SP00495,Mũ,2,1020197,2040394
2023-10-08,SP00185,Phụ kiện,1,1587746,1587746
2023-04-01,SP00358,Đầm,5,773008,3865040
2023-04-25,SP00394,Giày,1,1324905,1324905
2023-10-26,SP00383,Phụ kiện,6,1792297,10753782
2023-10-05,SP00104,Phụ kiện,5,1913298,9566490
2023-12-09,SP00098,Đầm,2,1074168,2148336
2023-05-17,SP00012,Áo,1,927700,927700
2023-03-30,SP00476,Phụ kiện,4,311931,1247724
2023-03-09,SP00121,Áo,9,1817537,16357833
2023-12-07,SP00345,Quần,4,1234237,4936948
2023-08-03,SP00161,Váy,4,1291777,5167108
2023-10-03,SP00350,Túi xách,4,1487852,5951408
2023-06-07,SP00435,Đầm,2,1341233,2682466
2023-08-14,SP00050,Giày,6,1728990,10373940
2023-02-02,SP00397,Đầm,5,917885,4589425
2023-10-10,SP00454,Túi xách,8,1621315,12970520
2023-09-12,SP00175,Váy,6,1330414,7982484
2023-01-26,SP00183,Túi xách,3,527278,1581834
2023-11-22,SP00402,Váy,4,1896188,7584752
2023-03-23,SP00203,Phụ kiện,4,1379952,5519808
2023-02-23,SP00095,Túi xách,1,914024,914024
2023-10-02,SP00368,Đầm,8,1126164,9009312
2023-10-23,SP00453,Mũ,7,1450506,10153542
2023-11-29,SP00153,Mũ,5,1575734,7878670
2023-03-26,SP00358,Quần,3,1843909,5531727
2023-11-01,SP00424,Mũ,4,705567,2822268
2023-07-23,SP00386,Mũ,1,1192328,1192328
2023-08-24,SP00216,Túi xách,5,371568,1857840
2023-07-02,SP00089,Áo,6,1767830,10606980
2023-05-14,SP00307,Đầm,7,591975,4143825
2023-10-10,SP00043,Giày,5,235705,1178525
2023-03-21,SP00364,Váy,4,740416,2961664
2023-03-19,SP00196,Mũ,1,1983750,1983750
2023-04-20,SP00323,Quần,1,825275,825275
2023-09-21,SP00426,Phụ kiện,2,530187,1060374
2023-11-15,SP00194,Đầm,1,514326,514326
2023-08-05,SP00032,Phụ kiện,8,772585,6180680
2023-04-08,SP00033,Phụ kiện,3,531221,1593663
2023-03-04,SP00131,Túi xách,3,521045,1563135
2023-01-14,SP00039,Phụ kiện,4,1448527,5794108
2023-09-19,SP00317,Đầm,1,1527612,1527612
2023-01-07,SP00212,Giày,4,876148,3504592
2023-05-25,SP00033,Giày,1,646011,646011
2023-08-11,SP00322,Đầm,9,245806,2212254
2023-12-23,SP00097,Phụ kiện,9,1304062,11736558
2023-10-27,SP00220,Quần,8,1702688,13621504
2023-11-05,SP00492,Mũ,10,1713151,17131510
2023-10-09,SP00203,Giày,7,1882449,13177143
2023-03-11,SP00079,Giày,3,471237,1413711
2023-01-23,SP00242,Đầm,2,1643025,3286050
2023-08-18,SP00043,Quần,1,1058124,1058124
2023-07-14,SP00028,Đầm,8,669712,5357696
2023-04-15,SP00289,Mũ,6,1908837,11453022
2023-07-03,SP00446,Túi xách,7,658761,4611327
2023-09-18,SP00198,Váy,10,1741844,17418440
2023-11-25,SP00391,Mũ,3,996057,2988171
2023-04-12,SP00419,Phụ kiện,10,686341,6863410
2023-11-13,SP00457,Đầm,5,1291459,6457295
2023-02-13,SP00089,Áo,10,1603078,16030780
2023-12-06,SP00008,Giày,5,1028644,5143220
